BALANCESHEETID,ORGANCODE,COMTYPECODE,TICKER,YEARREPORT,LENGTHREPORT,LENGTHSERIES,STARTDATE,ENDDATE,SOURCENAME,NOTE,PUBLICDATE,ISAUDIT,BSA53,BSA2,BSB97,BSB98,BSB99,BSB100,BSB101,BSB102,BSB103,BSB104,BSB105,BSB106,BSB107,BSB108,BSB109,BSA43,BSA44,BSA45,BSA46,BSA47,BSA29,BSA30,BSA33,BSA36,BSA40,BSB110,BSA96,BSA54,BSB111,BSB112,BSB113,BSB114,BSB115,BSB116,BSB117,BSA78,BSB118,BSA80,BSB119,BSA81,BSA83,BSB120,BSA82,BSB121,BSA85,BSA84,BSA90,BSA95,BSB157,BSB122,BSB123,BSB124,BSB125,BSB126,BSB158,BSB127,BSB128,BSB129,BSB130,BSB131,BSB132,BSB258,BSB259,BSB260,BSB261,BSB262,BSB263,BSA276,BSA277,BSA31,BSA32,BSA34,BSA35,BSA37,BSA38,BSA41,BSA42,BSB264,BSB265,BSB266,BSB267,BSB268,BSB269,BSB270,BSB271,BSB272,BSB273,BSB274,BSB275,BSA177,BSA178,BSA210,BSB179,BSB180,BSB181,BSB182,BSB183,BSB184,BSB185,BSB186,STATUS,CREATEDATE,UPDATEDATE,W_DATASOURCE_NUM_ID,W_INSERT_DT,W_INTEGRATION_ID,W_BATCH_ID
2705449,SCB,NH,SCB,2014,3,,,,,,,0,219128776000000.0,1272074000000.0,2342931000000.0,9580926000000.0,0.0,0.0,0.0,0.0,103378991000000.0,104180903000000.0,-801912000000.0,41159004000000.0,25326100000000.0,15914478000000.0,-81574000000.0,71258000000.0,0.0,0.0,71438000000.0,-180000000.0,3185189000000.0,1422118000000.0,0.0,1763071000000.0,44520000000.0,58093883000000.0,219128776000000.0,205991512000000.0,1276738000000.0,24439187000000.0,177465208000000.0,228046000000.0,0.0,0.0,2582333000000.0,13137264000000.0,12303049000000.0,12294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,0.0,411654000000.0,38670000000.0,0.0,383891000000.0,0.0,484776000000.0,116258000000.0,0.0,0.0,116258000000.0,368518000000.0,19130000000.0,0.0,0.0,0.0,0.0,349388000000.0,211460000000.0,9384981000000.0,195945000000.0,0.0,,0.0,0.0,0.0,0.0,1926836000000.0,-504718000000.0,0.0,0.0,1844560000000.0,-81489000000.0,44545000000.0,-25000000.0,17334386000000.0,40468623000000.0,0.0,368202000000.0,0.0,-77328000000.0,10595587000000.0,13843600000000.0,1574365000000.0,0.0,1007968000000.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211460000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
2705450,SCB,NH,SCB,2014,4,,,,,,,0,242222058000000.0,1403153000000.0,5210502000000.0,11146287000000.0,0.0,0.0,0.0,0.0,133277265000000.0,134005441000000.0,-728176000000.0,43906651000000.0,26354703000000.0,18872686000000.0,-1320738000000.0,71258000000.0,0.0,0.0,71438000000.0,-180000000.0,3172068000000.0,1410427000000.0,0.0,1761641000000.0,75790000000.0,43959084000000.0,242222058000000.0,229036767000000.0,1212443000000.0,25917203000000.0,198505149000000.0,133018000000.0,0.0,0.0,3268954000000.0,13185291000000.0,12303049000000.0,12294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,0.0,425030000000.0,0.0,0.0,457212000000.0,0.0,498286000000.0,116484000000.0,0.0,0.0,116484000000.0,381802000000.0,18619000000.0,0.0,0.0,0.0,0.0,363183000000.0,10878992000000.0,10550510000000.0,595777000000.0,0.0,,0.0,0.0,0.0,0.0,1943901000000.0,-533474000000.0,0.0,0.0,1850752000000.0,-89111000000.0,75889000000.0,-99000000.0,21730364000000.0,21632549000000.0,0.0,613003000000.0,0.0,-16832000000.0,9446931000000.0,16470272000000.0,2312462000000.0,0.0,956492000000.0,0.0,,,0.0,10676532000000.0,21246000000.0,21246000000.0,10634040000000.0,0.0,0.0,0.0,202460000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
1851865,SCB,NH,SCB,2015,1,,,,,,,0,256199755000000.0,1565460000000.0,4422303000000.0,13527652000000.0,136000000000.0,136000000000.0,0.0,0.0,143996165000000.0,145020149000000.0,-1023984000000.0,43236172000000.0,24172131000000.0,20489279000000.0,-1425238000000.0,65008000000.0,0.0,0.0,65188000000.0,-180000000.0,3150080000000.0,1396070000000.0,0.0,1754010000000.0,75715000000.0,46025200000000.0,256199755000000.0,242973554000000.0,2350000000.0,16494917000000.0,219448041000000.0,301484000000.0,0.0,0.0,6726762000000.0,13226201000000.0,12303049000000.0,12294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,0.0,410950000000.0,-9964000000.0,0.0,522166000000.0,0.0,508096000000.0,107044000000.0,0.0,0.0,107044000000.0,401052000000.0,18259000000.0,0.0,0.0,0.0,0.0,382793000000.0,8235969000000.0,13236455000000.0,291197000000.0,0.0,,0.0,0.0,0.0,0.0,1957782000000.0,-561712000000.0,0.0,0.0,1850752000000.0,-96742000000.0,75889000000.0,-174000000.0,21594647000000.0,23838453000000.0,0.0,935078000000.0,0.0,-342978000000.0,8087264000000.0,8407653000000.0,3088845000000.0,0.0,3637917000000.0,0.0,,,0.0,8139509000000.0,271734000000.0,384807000000.0,7482968000000.0,0.0,0.0,0.0,96460000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
1851867,SCB,NH,SCB,2015,2,,,,,,,1,271518591000000.0,1589482000000.0,3007163000000.0,11931084000000.0,44772000000.0,46696000000.0,-1924000000.0,119255000000.0,148102627000000.0,149243413000000.0,-1140786000000.0,55949436000000.0,32051385000000.0,25624792000000.0,-1726741000000.0,65944000000.0,0.0,0.0,70014000000.0,-4070000000.0,3476520000000.0,1420192000000.0,0.0,2056328000000.0,49299000000.0,47183009000000.0,271518591000000.0,256119511000000.0,2350000000.0,23137446000000.0,227370815000000.0,36695000000.0,0.0,0.0,5572205000000.0,15190945000000.0,14303049000000.0,14294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,0.0,425030000000.0,0.0,0.0,462866000000.0,208135000000.0,4441208000000.0,126576000000.0,0.0,0.0,126576000000.0,4314632000000.0,17902000000.0,0.0,0.0,0.0,0.0,4296730000000.0,20039372000000.0,10914230000000.0,1016854000000.0,0.0,,0.0,0.0,0.0,0.0,2029715000000.0,-609523000000.0,0.0,0.0,2147601000000.0,-91273000000.0,49547000000.0,-248000000.0,20298554000000.0,26565648000000.0,2158000000.0,682223000000.0,0.0,-365574000000.0,6902078000000.0,16235368000000.0,4229492000000.0,0.0,1342713000000.0,0.0,,,0.0,16617772000000.0,2455787000000.0,1041100000000.0,13120885000000.0,0.0,0.0,0.0,3421600000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
1851870,SCB,NH,SCB,2015,3,,,,,,,0,287554963000000.0,1837729000000.0,4587763000000.0,15222763000000.0,58909000000.0,61500000000.0,-2591000000.0,119255000000.0,153714761000000.0,154853096000000.0,-1138335000000.0,56505872000000.0,32756656000000.0,26188800000000.0,-2439584000000.0,65945000000.0,0.0,0.0,70015000000.0,-4070000000.0,3432841000000.0,1383267000000.0,0.0,2049574000000.0,49224000000.0,51959901000000.0,287554963000000.0,272113830000000.0,3549613000000.0,24133032000000.0,237605026000000.0,88378000000.0,0.0,0.0,6737781000000.0,15229276000000.0,14303049000000.0,14294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,0.0,425030000000.0,-4940000000.0,0.0,506137000000.0,211857000000.0,509051000000.0,0.0,0.0,0.0,0.0,509051000000.0,15757000000.0,0.0,0.0,0.0,0.0,493294000000.0,16854152000000.0,15222899000000.0,0.0,-136000000.0,,0.0,0.0,0.0,0.0,2008401000000.0,-625134000000.0,0.0,0.0,2148790000000.0,-99216000000.0,49547000000.0,-323000000.0,20867659000000.0,30924436000000.0,2158000000.0,532309000000.0,0.0,-366661000000.0,9612353000000.0,14520679000000.0,4884142000000.0,0.0,1853639000000.0,0.0,,,0.0,11876342000000.0,1781975000000.0,320737000000.0,9773630000000.0,0.0,0.0,245990000000.0,4731820000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
2705451,SCB,NH,SCB,2015,4,,,,,,,0,311513679000000.0,2327014000000.0,3766305000000.0,17765281000000.0,32090000000.0,42212000000.0,-10122000000.0,295339000000.0,169228314000000.0,170461787000000.0,-1233473000000.0,65485179000000.0,41052824000000.0,27488960000000.0,-3056605000000.0,84834000000.0,0.0,0.0,85014000000.0,-180000000.0,3965939000000.0,1909441000000.0,0.0,2056498000000.0,46731000000.0,48397398000000.0,311513679000000.0,296061571000000.0,8895156000000.0,23207536000000.0,255977884000000.0,0.0,0.0,1006000000000.0,6974995000000.0,15240797000000.0,14303049000000.0,14294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,0.0,438236000000.0,0.0,0.0,499512000000.0,211311000000.0,964561000000.0,256561000000.0,0.0,0.0,256561000000.0,708000000000.0,15936000000.0,0.0,0.0,0.0,0.0,692064000000.0,23157828000000.0,17340400000000.0,424881000000.0,0.0,,148374000000.0,-29119000000.0,0.0,0.0,2552200000000.0,-642759000000.0,0.0,0.0,2172694000000.0,-116196000000.0,47128000000.0,-397000000.0,20299032000000.0,27678210000000.0,6815000000.0,790933000000.0,0.0,-377592000000.0,9589583000000.0,13617953000000.0,5493843000000.0,0.0,1481152000000.0,0.0,,,0.0,22914328000000.0,6117361000000.0,2162749000000.0,14634218000000.0,0.0,0.0,0.0,243500000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
1853501,SCB,NH,SCB,2016,1,,,,,,,0,322666849000000.0,2034321000000.0,3487744000000.0,16351828000000.0,52302000000.0,63311000000.0,-11009000000.0,221415000000.0,184475041000000.0,185523514000000.0,-1048473000000.0,62891759000000.0,41292776000000.0,24842011000000.0,-3243028000000.0,69835000000.0,0.0,0.0,70015000000.0,-180000000.0,3944927000000.0,1892296000000.0,0.0,2052631000000.0,46656000000.0,48971766000000.0,322666849000000.0,307026632000000.0,17370000000.0,20132132000000.0,278961108000000.0,0.0,0.0,1006000000000.0,6910022000000.0,15422439000000.0,14302799000000.0,14294801000000.0,45000000.0,95662000000.0,-87709000000.0,0.0,0.0,425796000000.0,-102232000000.0,0.0,796076000000.0,217778000000.0,993605000000.0,0.0,0.0,0.0,0.0,993605000000.0,31669000000.0,0.0,0.0,0.0,0.0,961936000000.0,21887475000000.0,14511674000000.0,1840290000000.0,-136000000.0,,148374000000.0,-29119000000.0,0.0,0.0,2559690000000.0,-667394000000.0,0.0,0.0,2177984000000.0,-125353000000.0,47128000000.0,-472000000.0,19248256000000.0,29830210000000.0,6815000000.0,262723000000.0,0.0,-376238000000.0,7366056000000.0,12766076000000.0,5647243000000.0,0.0,1262779000000.0,0.0,,,0.0,21440127000000.0,104509000000.0,1535483000000.0,19800135000000.0,0.0,0.0,221428000000.0,225920000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
1855097,SCB,NH,SCB,2016,2,,,,,,,1,339777995000000.0,2536563000000.0,3504392000000.0,14148644000000.0,60828000000.0,70464000000.0,-9636000000.0,186496000000.0,198528548000000.0,200077814000000.0,-1549266000000.0,65265088000000.0,45248014000000.0,23916522000000.0,-3899448000000.0,71908000000.0,0.0,0.0,72088000000.0,-180000000.0,3942091000000.0,1899852000000.0,0.0,2042239000000.0,46582000000.0,51367600000000.0,339777995000000.0,324291086000000.0,30870000000.0,25886979000000.0,287047481000000.0,0.0,0.0,3641000000000.0,7684756000000.0,15303299000000.0,14303049000000.0,14294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,0.0,438236000000.0,0.0,0.0,562014000000.0,183610000000.0,1149061000000.0,0.0,0.0,0.0,0.0,1149061000000.0,57556000000.0,0.0,0.0,0.0,0.0,1091505000000.0,19987941000000.0,12483566000000.0,1665078000000.0,0.0,,148374000000.0,-29119000000.0,0.0,0.0,2594026000000.0,-694174000000.0,0.0,0.0,2176935000000.0,-134696000000.0,47128000000.0,-546000000.0,19044552000000.0,32100700000000.0,6815000000.0,368473000000.0,0.0,-152940000000.0,9723281000000.0,16163698000000.0,6262132000000.0,0.0,1422624000000.0,0.0,,,0.0,16739564000000.0,1483014000000.0,1403204000000.0,13853346000000.0,0.0,0.0,223751000000.0,3024626000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
2705452,SCB,NH,SCB,2016,3,,,,,,,0,354328210000000.0,2191854000000.0,5999655000000.0,10481615000000.0,56272000000.0,68610000000.0,-12338000000.0,144609000000.0,207549782000000.0,209098419000000.0,-1548637000000.0,68198530000000.0,45301256000000.0,27253447000000.0,-4356173000000.0,71908000000.0,0.0,0.0,72088000000.0,-180000000.0,3863148000000.0,1868280000000.0,0.0,1994868000000.0,46507000000.0,55605075000000.0,354328210000000.0,338795607000000.0,44372000000.0,32213413000000.0,291555609000000.0,0.0,0.0,6512000000000.0,8470213000000.0,15344833000000.0,14303049000000.0,14294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,0.0,438236000000.0,-2271000000.0,0.0,605819000000.0,187770000000.0,1410126000000.0,205554000000.0,0.0,0.0,205554000000.0,1204572000000.0,85330000000.0,0.0,0.0,0.0,0.0,1119242000000.0,19634290000000.0,9351241000000.0,1130374000000.0,0.0,,148374000000.0,-29119000000.0,0.0,0.0,2578588000000.0,-710308000000.0,0.0,0.0,2135907000000.0,-141039000000.0,47128000000.0,-621000000.0,19053699000000.0,36431026000000.0,6815000000.0,256757000000.0,0.0,-143222000000.0,12865284000000.0,19348129000000.0,6673135000000.0,0.0,1797078000000.0,0.0,,,0.0,16411140000000.0,781719000000.0,513994000000.0,15115427000000.0,0.0,0.0,0.0,3223150000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
2705454,SCB,NH,SCB,2016,4,,,,,,,0,361682374000000.0,2365873000000.0,5737827000000.0,11407028000000.0,64696000000.0,79227000000.0,-14531000000.0,0.0,220071514000000.0,222183039000000.0,-2111525000000.0,60877866000000.0,40644696000000.0,23642213000000.0,-3409043000000.0,69109000000.0,0.0,0.0,69388000000.0,-279000000.0,4083136000000.0,2056737000000.0,0.0,2026399000000.0,52734000000.0,56940836000000.0,361682374000000.0,346220966000000.0,5633342000000.0,29901864000000.0,295152233000000.0,172318000000.0,0.0,6510000000000.0,8851209000000.0,15282684000000.0,14303049000000.0,14294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,0.0,449129000000.0,0.0,0.0,530506000000.0,178724000000.0,1348145000000.0,191882000000.0,0.0,0.0,191882000000.0,1156263000000.0,69531000000.0,0.0,0.0,0.0,0.0,1086732000000.0,24150352000000.0,10305378000000.0,1101650000000.0,0.0,,12374000000.0,-619000000.0,0.0,0.0,2806133000000.0,-749396000000.0,0.0,0.0,2178419000000.0,-152020000000.0,53429000000.0,-695000000.0,20225546000000.0,36366433000000.0,5609000000.0,634943000000.0,0.0,-291695000000.0,12238402000000.0,17663462000000.0,7143748000000.0,0.0,1707461000000.0,0.0,,,0.0,22752106000000.0,1938644000000.0,826367000000.0,19987095000000.0,0.0,0.0,0.0,1398246000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
1871671,SCB,NH,SCB,2017,1,,,,,,,0,381363711000000.0,2648259000000.0,4832851000000.0,17588706000000.0,78916000000.0,90338000000.0,-11422000000.0,56139000000.0,240322564000000.0,242429089000000.0,-2106525000000.0,56568041000000.0,35502097000000.0,24667303000000.0,-3601359000000.0,69109000000.0,0.0,0.0,69388000000.0,-279000000.0,4050957000000.0,2035886000000.0,0.0,2015071000000.0,0.0,55136414000000.0,381363711000000.0,365807928000000.0,3553954000000.0,34030357000000.0,312860147000000.0,0.0,0.0,6510000000000.0,8853470000000.0,15376849000000.0,14303049000000.0,14294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,0.0,438708000000.0,59189000000.0,0.0,575903000000.0,178934000000.0,1325665000000.0,0.0,0.0,0.0,0.0,1325665000000.0,0.0,0.0,0.0,0.0,0.0,1325665000000.0,25949830000000.0,16031997000000.0,1556709000000.0,0.0,,12374000000.0,-619000000.0,0.0,0.0,2814277000000.0,-778391000000.0,0.0,0.0,2178446000000.0,-163375000000.0,0.0,0.0,20034997000000.0,34770812000000.0,5608000000.0,617187000000.0,0.0,-292190000000.0,17104428000000.0,16925929000000.0,7265459000000.0,0.0,1588011000000.0,0.0,,,0.0,20388291000000.0,1334772000000.0,509561000000.0,18543958000000.0,0.0,0.0,105936000000.0,5455603000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
1994898,SCB,NH,SCB,2017,2,,,,,,,1,411812337000000.0,2702464000000.0,4548669000000.0,22981272000000.0,70822000000.0,79894000000.0,-9072000000.0,122014000000.0,251437408000000.0,253881279000000.0,-2443871000000.0,67657569000000.0,41136951000000.0,30052839000000.0,-3532221000000.0,30609000000.0,0.0,0.0,30888000000.0,-279000000.0,3996236000000.0,1691192000000.0,0.0,2305044000000.0,0.0,58253519000000.0,411812337000000.0,396329115000000.0,1603514000000.0,42856586000000.0,336200532000000.0,0.0,0.0,6510000000000.0,9158483000000.0,15483222000000.0,14312486000000.0,14294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,9437000000.0,449129000000.0,0.0,0.0,563150000000.0,0.0,1714812000000.0,0.0,0.0,0.0,0.0,1714812000000.0,74531000000.0,0.0,0.0,0.0,0.0,1640281000000.0,26815189000000.0,22136678000000.0,844594000000.0,0.0,,12374000000.0,-619000000.0,0.0,0.0,2509817000000.0,-818625000000.0,0.0,0.0,2479940000000.0,-174896000000.0,0.0,0.0,19861410000000.0,38057971000000.0,5608000000.0,622042000000.0,0.0,-293512000000.0,21404382000000.0,21452204000000.0,7523117000000.0,0.0,1635366000000.0,0.0,,,158457000000.0,25184410000000.0,1641974000000.0,295972000000.0,23246464000000.0,0.0,0.0,133311000000.0,1497468000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
2097429,SCB,NH,SCB,2017,3,,,,,,,0,429943197000000.0,2338764000000.0,6284595000000.0,19706616000000.0,82651000000.0,95450000000.0,-12799000000.0,16322000000.0,257627082000000.0,259860952000000.0,-2233870000000.0,74635580000000.0,43118735000000.0,35056267000000.0,-3539422000000.0,28509000000.0,0.0,0.0,28788000000.0,-279000000.0,3978289000000.0,1972262000000.0,0.0,2006027000000.0,0.0,65233034000000.0,429943197000000.0,414371757000000.0,1602491000000.0,41183783000000.0,354647169000000.0,0.0,0.0,6510000000000.0,10428314000000.0,15571440000000.0,14312486000000.0,14294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,9437000000.0,449129000000.0,13821000000.0,0.0,632204000000.0,0.0,4978316000000.0,283842000000.0,0.0,0.0,283842000000.0,4694474000000.0,74531000000.0,0.0,0.0,0.0,0.0,4619943000000.0,33488091000000.0,18965889000000.0,740727000000.0,0.0,,12374000000.0,-619000000.0,0.0,0.0,2820315000000.0,-848053000000.0,0.0,0.0,2193242000000.0,-187215000000.0,0.0,0.0,25103517000000.0,39803431000000.0,5608000000.0,613586000000.0,0.0,-293108000000.0,20851498000000.0,20332285000000.0,8069866000000.0,0.0,2358448000000.0,0.0,,,163800000000.0,23741275000000.0,1959074000000.0,251103000000.0,21531098000000.0,0.0,0.0,283842000000.0,9462974000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
2705455,SCB,NH,SCB,2017,4,,,,,,,0,444031748000000.0,2655088000000.0,9235546000000.0,24048346000000.0,61926000000.0,71678000000.0,-9752000000.0,0.0,264150725000000.0,266500992000000.0,-2350267000000.0,73818751000000.0,43179631000000.0,34146232000000.0,-3507112000000.0,28626000000.0,0.0,0.0,28788000000.0,-162000000.0,3982821000000.0,1667376000000.0,0.0,2315445000000.0,0.0,66038164000000.0,444031748000000.0,428501423000000.0,38134000000.0,64387247000000.0,346402517000000.0,37444000000.0,0.0,6924000000000.0,10712081000000.0,15371693000000.0,14312486000000.0,14294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,9437000000.0,467604000000.0,0.0,0.0,591603000000.0,158632000000.0,12379542000000.0,274896000000.0,0.0,0.0,274896000000.0,12104646000000.0,74531000000.0,0.0,0.0,0.0,0.0,12030115000000.0,30791344000000.0,23997568000000.0,50778000000.0,0.0,,12374000000.0,-619000000.0,0.0,0.0,2554900000000.0,-887524000000.0,0.0,0.0,2517313000000.0,-201868000000.0,0.0,0.0,24202072000000.0,41664912000000.0,4543000000.0,716957000000.0,0.0,-550320000000.0,24567175000000.0,39820072000000.0,8613921000000.0,0.0,2098160000000.0,0.0,,,0.0,29573214000000.0,1608907000000.0,1407219000000.0,26557088000000.0,0.0,0.0,0.0,1218130000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
2552569,SCB,NH,SCB,2018,1,,,,,,,0,457650630000000.0,2820845000000.0,6377622000000.0,22439513000000.0,68190000000.0,79690000000.0,-11500000000.0,0.0,278419654000000.0,280769921000000.0,-2350267000000.0,70779667000000.0,41752172000000.0,33286733000000.0,-4259238000000.0,28626000000.0,0.0,0.0,28788000000.0,-162000000.0,3892543000000.0,1940983000000.0,0.0,1951560000000.0,0.0,72812215000000.0,457650630000000.0,442024895000000.0,35158000000.0,62874562000000.0,361175673000000.0,52795000000.0,0.0,6909000000000.0,10977707000000.0,15463508000000.0,14312486000000.0,14294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,9437000000.0,451011000000.0,20668000000.0,0.0,679343000000.0,162227000000.0,12267793000000.0,0.0,0.0,0.0,0.0,12267793000000.0,74531000000.0,0.0,0.0,0.0,0.0,12193262000000.0,41456321000000.0,22439513000000.0,0.0,0.0,,12374000000.0,-619000000.0,0.0,0.0,2852734000000.0,-911751000000.0,0.0,0.0,2173989000000.0,-222429000000.0,0.0,0.0,31822425000000.0,40796370000000.0,4543000000.0,740648000000.0,0.0,-551771000000.0,25592118000000.0,37282444000000.0,8943282000000.0,0.0,2034425000000.0,0.0,,,0.0,32884251000000.0,1318686000000.0,3563550000000.0,28002015000000.0,0.0,0.0,98938000000.0,8473132000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
2634525,SCB,NH,SCB,2018,2,,,,,,,1,477623522000000.0,2828190000000.0,5138428000000.0,23227363000000.0,75388000000.0,92323000000.0,-16935000000.0,7176000000.0,295753783000000.0,298389348000000.0,-2635565000000.0,66569206000000.0,41587620000000.0,30256923000000.0,-5275337000000.0,28626000000.0,0.0,0.0,28788000000.0,-162000000.0,3845903000000.0,1604476000000.0,0.0,2241427000000.0,0.0,80137704000000.0,477623522000000.0,462066632000000.0,33712000000.0,65527046000000.0,363032778000000.0,0.0,0.0,22060300000000.0,11412796000000.0,15393972000000.0,14312486000000.0,14294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,9437000000.0,467604000000.0,0.0,0.0,613882000000.0,162918000000.0,13397251000000.0,573918000000.0,0.0,0.0,573918000000.0,12823333000000.0,74531000000.0,0.0,0.0,0.0,0.0,12748802000000.0,34959640000000.0,23227363000000.0,0.0,0.0,,12374000000.0,-619000000.0,0.0,0.0,2523485000000.0,-919009000000.0,0.0,0.0,2479578000000.0,-238151000000.0,0.0,0.0,35284632000000.0,44777674000000.0,4543000000.0,735453000000.0,0.0,-664598000000.0,26764060000000.0,38762986000000.0,8927192000000.0,0.0,2485604000000.0,0.0,,,0.0,25055063000000.0,787384000000.0,557232000000.0,23710447000000.0,0.0,0.0,0.0,9904577000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
2797887,SCB,NH,SCB,2018,3,,,,,,,0,499355387000000.0,2029128000000.0,7895990000000.0,24467531000000.0,43890000000.0,57265000000.0,-13375000000.0,0.0,297988563000000.0,301009488000000.0,-3020925000000.0,63183003000000.0,38534770000000.0,29925112000000.0,-5276879000000.0,28626000000.0,0.0,0.0,28788000000.0,-162000000.0,3815564000000.0,1888429000000.0,0.0,1927135000000.0,0.0,99891337000000.0,499355387000000.0,483804723000000.0,32394000000.0,64835197000000.0,372248371000000.0,4587000000.0,0.0,34448800000000.0,12235374000000.0,15550664000000.0,14312486000000.0,14294801000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,9437000000.0,467604000000.0,-85714000000.0,0.0,684988000000.0,0.0,17006083000000.0,2485350000000.0,0.0,0.0,2485350000000.0,14520733000000.0,62531000000.0,0.0,0.0,0.0,0.0,14458202000000.0,34759969000000.0,24467531000000.0,0.0,0.0,,12374000000.0,-619000000.0,0.0,0.0,2836439000000.0,-948010000000.0,0.0,0.0,2182257000000.0,-255122000000.0,0.0,0.0,54485130000000.0,45348768000000.0,4543000000.0,704549000000.0,0.0,-651653000000.0,26336690000000.0,38498507000000.0,9906895000000.0,0.0,2328479000000.0,0.0,,,171300000000.0,21994815000000.0,1418585000000.0,1138992000000.0,19437238000000.0,0.0,0.0,0.0,12765154000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
3343474,SCB,NH,SCB,2018,4,,,,,,,0,508953516000000.0,2555584000000.0,4886943000000.0,28268931000000.0,25839000000.0,38987000000.0,-13148000000.0,65189000000.0,299174219000000.0,301892246000000.0,-2718027000000.0,59509118000000.0,31933460000000.0,32398035000000.0,-4822377000000.0,26486000000.0,0.0,0.0,26688000000.0,-202000000.0,3881323000000.0,1593907000000.0,0.0,2287416000000.0,0.0,110548129000000.0,508953516000000.0,492375980000000.0,5134323000000.0,55689576000000.0,384914010000000.0,0.0,0.0,33424218000000.0,13213853000000.0,16415145000000.0,15249373000000.0,15231688000000.0,45000000.0,95912000000.0,-87709000000.0,0.0,9437000000.0,494370000000.0,0.0,0.0,671402000000.0,162391000000.0,5029323000000.0,0.0,0.0,0.0,0.0,5029323000000.0,50436000000.0,0.0,0.0,0.0,0.0,4978887000000.0,28219335000000.0,28268931000000.0,0.0,0.0,,12374000000.0,-619000000.0,0.0,0.0,2567245000000.0,-973338000000.0,0.0,0.0,2557441000000.0,-270025000000.0,0.0,0.0,62474362000000.0,48308565000000.0,6554000000.0,798738000000.0,0.0,-1040090000000.0,26336789000000.0,29352787000000.0,10271070000000.0,0.0,2942783000000.0,0.0,,,0.0,23199575000000.0,860291000000.0,280087000000.0,22059197000000.0,0.0,0.0,5006002000000.0,13758000000.0,,,2021-03-08 00:11:34.000,2,2021-03-10 18:14:04.000,,
