TICKER,TRADE_DATE,Type,PE_RATIO,PX_TO_BOOK_RATIO
Private_1,2021-10-11,Private_1,10.3522,1.8487
Private_1,2021-10-12,Private_1,10.3522,1.8487
Private_1,2021-10-13,Private_1,10.235,1.8487
Private_1,2021-10-14,Private_1,10.2545,1.8317
Private_1,2021-10-15,Private_1,10.2741,1.826
Private_1,2021-10-18,Private_1,10.3327,1.8147
Private_1,2021-10-19,Private_1,10.2936,1.8317
Private_1,2021-10-20,Private_1,10.3913,1.8317
Private_1,2021-10-21,Private_1,10.3327,1.8005
Private_1,2021-10-22,Private_1,10.2155,1.792
Private_1,2021-10-25,Private_1,9.942,1.7721
Private_1,2021-10-26,Private_1,9.9615,1.7795
Private_1,2021-10-27,Private_1,10.0592,1.8081
Private_1,2021-10-28,Private_1,10.1178,1.8145
Private_1,2021-10-29,Private_1,10.0787,1.8714
Private_1,2021-11-01,Private_1,10.0787,1.8544
Private_1,2021-11-02,Private_1,10.0787,1.8799
Private_1,2021-11-03,Private_1,10.4889,1.9196
Private_1,2021-11-04,Private_1,10.4108,1.8997
Private_1,2021-11-05,Private_1,10.3522,1.8997
Private_1,2021-11-08,Private_1,10.2741,1.894
Private_1,2021-11-09,Private_1,10.2155,1.8969
Private_1,2021-11-10,Private_1,10.0983,1.894
Private_1,2021-11-11,Private_1,10.0592,1.8714
Private_1,2021-11-12,Private_1,10.2545,1.8912
Private_1,2021-11-15,Private_1,10.1569,1.894
Private_1,2021-11-16,Private_1,10.1569,1.8799
Private_1,2021-11-17,Private_1,10.1959,1.8884
Private_1,2021-11-18,Private_1,10.0592,1.843
Private_1,2021-11-19,Private_1,10.2155,1.8969
Private_1,2021-11-22,Private_1,10.3717,1.9366
Private_1,2021-11-23,Private_1,10.2741,1.9252
Private_1,2021-11-24,Private_1,10.8405,2.0046
Private_1,2021-11-25,Private_1,10.7233,1.9933
Private_1,2021-11-26,Private_1,10.5475,1.9621
Private_1,2021-11-29,Private_1,10.2155,1.9366
Private_1,2021-11-30,Private_1,10.1178,1.8884
Private_1,2021-12-01,Private_1,10.235,1.8997
Private_1,2021-12-02,Private_1,10.0983,1.8827
Private_1,2021-12-03,Private_1,9.8053,1.8458
Private_1,2021-12-06,Private_1,9.5709,1.8317
Private_1,2021-12-07,Private_1,9.7662,1.8685
Private_1,2021-12-08,Private_1,9.7662,1.877
Private_1,2021-12-09,Private_1,9.8443,1.8884
Private_1,2021-12-10,Private_1,9.8053,1.894
Private_1,2021-12-13,Private_1,9.7662,1.894
Private_1,2021-12-14,Private_1,9.7858,1.8884
Private_1,2021-12-15,Private_1,9.8053,1.894
Private_1,2021-12-16,Private_1,9.7369,1.8714
Private_1,2021-12-17,Private_1,9.7369,1.8827
Private_1,2021-12-20,Private_1,9.6686,1.877
Private_1,2021-12-21,Private_1,9.6197,1.86
Private_1,2021-12-22,Private_1,9.5514,1.8544
Private_1,2021-12-23,Private_1,9.2486,1.8398
Private_1,2021-12-24,Private_1,9.5514,1.8714
Private_1,2021-12-27,Private_1,9.5416,1.8799
Private_1,2021-12-28,Private_1,9.6002,1.9082
Private_1,2021-12-29,Private_1,9.5904,1.9078
Private_1,2021-12-30,Private_1,9.6295,1.9156
Private_1,2021-12-31,Private_1,9.4192,1.7892
Private_1,2022-01-04,Private_1,9.5887,1.8017
Private_1,2022-01-05,Private_1,9.5134,1.7911
Private_1,2022-01-06,Private_1,9.4003,1.7993
Private_1,2022-01-07,Private_1,9.3156,1.758
Private_1,2022-01-10,Private_1,9.1649,1.7388
Private_1,2022-01-11,Private_1,9.1272,1.7572
Private_1,2022-01-12,Private_1,9.4945,1.776
Private_1,2022-01-13,Private_1,9.5134,1.7894
Private_1,2022-01-14,Private_1,9.3721,1.778
Private_1,2022-01-17,Private_1,9.1554,1.769
Private_1,2022-01-18,Private_1,9.1837,1.793
Private_1,2022-01-19,Private_1,9.2025,1.775
Private_1,2022-01-20,Private_1,9.2025,1.8041
Private_1,2022-01-21,Private_1,9.3815,1.8392
Private_1,2022-01-24,Private_1,9.4757,1.843
Private_1,2022-01-25,Private_1,9.7771,1.9094
Private_1,2022-01-26,Private_1,9.8713,1.9352
Private_1,2022-01-27,Private_1,9.7771,1.9168
Private_1,2022-01-28,Private_1,9.9466,1.95
Private_1,2022-02-07,Private_1,9.9466,1.95
Private_1,2022-02-08,Private_1,10.135,1.9726
Private_1,2022-02-09,Private_1,10.0974,1.9286
Private_1,2022-02-10,Private_1,10.0974,1.9121
Private_1,2022-02-11,Private_1,10.1162,1.9424
Private_1,2022-02-14,Private_1,9.7017,1.8243
Private_1,2022-02-15,Private_1,9.7583,1.8511
Private_1,2022-02-16,Private_1,9.7206,1.8488
Private_1,2022-02-17,Private_1,9.8336,1.8653
Private_1,2022-02-18,Private_1,9.7206,1.8351
Private_1,2022-02-21,Private_1,9.7017,1.8457
Private_1,2022-02-22,Private_1,9.6829,1.8618
Private_1,2022-02-23,Private_1,9.7394,1.8565
Private_1,2022-02-24,Private_1,9.5608,1.8484
Private_1,2022-02-25,Private_1,9.5889,1.8725
Private_1,2022-02-28,Private_1,9.6733,1.8614
Private_1,2022-03-01,Private_1,9.5608,1.8577
Private_1,2022-03-02,Private_1,9.2685,1.8171
Private_1,2022-03-03,Private_1,9.3532,1.8337
Private_1,2022-03-04,Private_1,9.4098,1.8448
Private_1,2022-03-07,Private_1,9.2779,1.8189
Private_1,2022-03-08,Private_1,9.2308,1.8097
Private_1,2022-03-09,Private_1,9.2496,1.8134
Private_1,2022-03-10,Private_1,9.2779,1.8189
Private_1,2022-03-11,Private_1,9.2119,1.806
Private_1,2022-03-14,Private_1,9.1366,1.7912
Private_1,2022-03-15,Private_1,9.1554,1.7993
Private_1,2022-03-16,Private_1,9.2402,1.8115
Private_1,2022-03-17,Private_1,9.2308,1.8097
Private_1,2022-03-18,Private_1,9.2685,1.8171
Private_1,2022-03-21,Private_1,9.3156,1.8263
Private_1,2022-03-22,Private_1,9.4003,1.8429
Private_1,2022-03-23,Private_1,9.3438,1.8318
Private_1,2022-03-24,Private_1,9.2873,1.8208
Private_1,2022-03-25,Private_1,9.2779,1.8367
Private_1,2022-03-28,Private_1,9.1931,1.8023
Private_1,2022-03-29,Private_1,9.2119,1.806
Private_1,2022-03-30,Private_1,9.259,1.8152
Private_1,2022-03-31,Private_1,8.5981,1.6843
Private_1,2022-04-01,Private_1,8.7778,1.7369
Private_1,2022-04-04,Private_1,8.8165,1.7303
Private_1,2022-04-05,Private_1,8.7096,1.7094
Private_1,2022-04-06,Private_1,8.8609,1.739
Private_1,2022-04-07,Private_1,8.7938,1.7181
Private_1,2022-04-08,Private_1,8.6744,1.7024
Private_1,2022-04-12,Private_1,8.5235,1.6728
Private_1,2022-04-13,Private_1,8.5235,1.6818
Private_1,2022-04-14,Private_1,8.4285,1.6893
Private_1,2022-04-15,Private_1,8.1936,1.6768
Private_1,2022-04-18,Private_1,7.9642,1.6393
Private_1,2022-04-19,Private_1,7.7599,1.5818
Private_1,2022-04-20,Private_1,7.6979,1.5839
Private_1,2022-04-21,Private_1,7.8283,1.5743
Private_1,2022-04-22,Private_1,7.831,1.6143
Private_1,2022-04-25,Private_1,7.3325,1.5244
Private_1,2022-04-26,Private_1,7.6587,1.5444
Private_1,2022-04-27,Private_1,7.75,1.5444
Private_1,2022-04-28,Private_1,7.6848,1.5493
Private_1,2022-04-29,Private_1,7.8132,1.6343
Private_1,2022-05-04,Private_1,7.5413,1.5868
Private_1,2022-05-05,Private_1,7.5674,1.5843
Private_1,2022-05-06,Private_1,7.3693,1.5367
Private_1,2022-05-09,Private_1,7.0838,1.431
Private_1,2022-05-10,Private_1,7.1301,1.4985
Private_1,2022-05-11,Private_1,7.3153,1.503
Private_1,2022-05-12,Private_1,6.8291,1.3995
Private_1,2022-05-13,Private_1,6.3661,1.305
Private_1,2022-05-16,Private_1,6.4192,1.305
Private_1,2022-05-17,Private_1,6.8628,1.395
Private_1,2022-05-18,Private_1,6.9542,1.3927
Private_1,2022-05-19,Private_1,6.9245,1.3702
Private_1,2022-05-20,Private_1,6.9586,1.377
Private_1,2022-05-23,Private_1,6.663,1.3185
Private_1,2022-05-24,Private_1,6.8222,1.35
Private_1,2022-05-25,Private_1,7.1633,1.4175
Private_1,2022-05-26,Private_1,7.0609,1.3972
Private_1,2022-05-27,Private_1,7.3064,1.3995
Private_1,2022-05-30,Private_1,7.3325,1.422
Private_1,2022-05-31,Private_1,7.2412,1.395
Private_1,2022-06-01,Private_1,7.1995,1.3882
Private_1,2022-06-02,Private_1,7.0977,1.3612
Private_1,2022-06-03,Private_1,7.1499,1.3837
Private_1,2022-06-06,Private_1,7.1107,1.377
Private_1,2022-06-07,Private_1,7.0324,1.3702
Private_1,2022-06-08,Private_1,7.2934,1.431
Private_1,2022-06-09,Private_1,7.2542,1.4175
Private_1,2022-06-10,Private_1,7.176,1.3905
Private_1,2022-06-13,Private_1,6.6932,1.2937
Private_1,2022-06-14,Private_1,6.6541,1.2982
Private_1,2022-06-15,Private_1,6.5606,1.2982
Private_1,2022-06-16,Private_1,6.5948,1.305
Private_1,2022-06-17,Private_1,6.3446,1.2555
Private_1,2022-06-20,Private_1,6.1627,1.2195
Private_1,2022-06-21,Private_1,6.1854,1.224
Private_1,2022-06-22,Private_1,6.4583,1.278
Private_1,2022-06-23,Private_1,6.4697,1.2802
Private_1,2022-06-24,Private_1,6.4015,1.2667
Private_1,2022-06-27,Private_1,6.572,1.3005
Private_1,2022-06-28,Private_1,6.8222,1.35
Private_1,2022-06-29,Private_1,6.8222,1.35
Private_1,2022-06-30,Private_1,6.1449,1.2544
Private_1,2022-07-01,Private_1,6.1577,1.2588
Private_1,2022-07-04,Private_1,6.2089,1.2631
Private_1,2022-07-05,Private_1,6.3446,1.2761
Private_1,2022-07-06,Private_1,6.3194,1.2458
Private_1,2022-07-07,Private_1,6.353,1.2501
Private_1,2022-07-08,Private_1,6.311,1.2371
Private_1,2022-07-11,Private_1,6.0168,1.1895
Private_1,2022-07-12,Private_1,6.1449,1.2004
Private_1,2022-07-13,Private_1,6.1449,1.2139
Private_1,2022-07-14,Private_1,6.1577,1.227
Private_1,2022-07-15,Private_1,6.1449,1.222
Private_1,2022-07-18,Private_1,6.1193,1.2177
Private_1,2022-07-19,Private_1,6.1193,1.2112
Private_1,2022-07-20,Private_1,6.2217,1.2177
Private_1,2022-07-21,Private_1,6.3113,1.2198
Private_1,2022-07-22,Private_1,6.2354,1.2204
Private_1,2022-07-25,Private_1,6.1849,1.2105
Private_1,2022-07-26,Private_1,6.1577,1.2086
Private_1,2022-07-27,Private_1,6.1961,1.2139
Private_1,2022-07-28,Private_1,6.269,1.2876
Private_1,2022-07-29,Private_1,6.3698,1.3008
Private_1,2022-08-01,Private_1,6.4875,1.3271
Private_1,2022-08-02,Private_1,6.437,1.3139
Private_1,2022-08-03,Private_1,6.4118,1.3403
Private_1,2022-08-04,Private_1,6.4538,1.3271
Private_1,2022-08-05,Private_1,6.4538,1.3297
Private_1,2022-08-08,Private_1,6.5883,1.3324
Private_1,2022-08-09,Private_1,6.5799,1.3297
Private_1,2022-08-10,Private_1,6.5211,1.3113
Private_1,2022-08-11,Private_1,6.4707,1.3271
Private_1,2022-08-12,Private_1,6.5211,1.3508
Private_1,2022-08-15,Private_1,6.5715,1.3508
Private_1,2022-08-16,Private_1,6.5547,1.3455
Private_1,2022-08-17,Private_1,6.6051,1.3376
Private_1,2022-08-18,Private_1,6.5715,1.3271
Private_1,2022-08-19,Private_1,6.5547,1.3518
Private_1,2022-08-22,Private_1,6.5043,1.3518
Private_1,2022-08-23,Private_1,6.5211,1.3496
Private_1,2022-08-24,Private_1,6.5967,1.3582
Private_1,2022-08-25,Private_1,6.6471,1.382
Private_1,2022-08-26,Private_1,6.6387,1.3669
Private_1,2022-08-29,Private_1,6.5127,1.3496
Private_1,2022-08-30,Private_1,6.5127,1.3561
Private_1,2022-08-31,Private_1,6.5463,1.3755
Private_1,2022-09-05,Private_1,6.4875,1.3539
Private_1,2022-09-06,Private_1,6.4959,1.3582
Private_1,2022-09-07,Private_1,6.311,1.3107
Private_1,2022-09-08,Private_1,6.2858,1.2934
Private_1,2022-09-09,Private_1,6.3278,1.3193
Private_1,2022-09-12,Private_1,6.3026,1.3172
Private_1,2022-09-13,Private_1,6.269,1.3193
Private_1,2022-09-14,Private_1,6.1849,1.3107
Private_1,2022-09-15,Private_1,6.1513,1.3107
Private_1,2022-09-16,Private_1,6.0505,1.3215
Private_1,2022-09-19,Private_1,5.8908,1.2934
Private_1,2022-09-20,Private_1,5.8908,1.2977
Private_1,2022-09-21,Private_1,5.7984,1.2761
Private_1,2022-09-22,Private_1,5.8376,1.2674
Private_1,2022-09-23,Private_1,5.7864,1.2436
Private_1,2022-09-26,Private_1,5.684,1.1939
Private_1,2022-09-27,Private_1,5.7352,1.1852
Private_1,2022-09-28,Private_1,5.6328,1.2004
Private_1,2022-09-29,Private_1,5.6328,1.1679
Private_1,2022-09-30,Private_1,5.2173,1.1257
Private_1,2022-10-03,Private_1,4.9106,1.0632
Private_1,2022-10-04,Private_1,4.8642,1.0507
Private_1,2022-10-05,Private_1,4.8963,1.0632
Private_1,2022-10-06,Private_1,4.7036,1.0319
Private_1,2022-10-07,Private_1,4.3745,0.96
Private_1,2022-10-10,Private_1,4.2513,0.96
Private_1,2022-10-11,Private_1,3.9785,0.9456
Private_1,2022-10-12,Private_1,4.2513,1.0006
Private_1,2022-10-13,Private_1,4.5355,1.0006
Private_1,2022-10-14,Private_1,4.7401,1.01
Private_1,2022-10-17,Private_1,4.7629,0.9975
Private_1,2022-10-18,Private_1,4.8652,0.9975
Private_1,2022-10-19,Private_1,4.797,0.9975
Private_1,2022-10-20,Private_1,4.8538,0.9975
Private_1,2022-10-21,Private_1,4.6378,0.9517
Private_1,2022-10-24,Private_1,4.4332,0.9222
Private_1,2022-10-25,Private_1,4.6378,0.9662
Private_1,2022-10-26,Private_1,4.6947,0.9694
Private_1,2022-10-27,Private_1,5.0129,1.0345
Private_1,2022-10-28,Private_1,5.0698,1.0225
Private_1,2022-10-31,Private_1,5.0925,1.0225
Private_1,2022-11-01,Private_1,5.1039,1.064
Private_1,2022-11-02,Private_1,4.9561,1.0581
Private_1,2022-11-03,Private_1,4.8538,1.0433
Private_1,2022-11-04,Private_1,4.581,1.0581
Private_1,2022-11-07,Private_1,4.6947,1.002
Private_1,2022-11-08,Private_1,4.8424,1.0167
Private_1,2022-11-09,Private_1,4.7174,1.002
Private_1,2022-11-10,Private_1,4.5469,0.934
Private_1,2022-11-11,Private_1,4.7288,0.9458
Private_1,2022-11-14,Private_1,4.6151,0.8985
Private_1,2022-11-15,Private_1,4.3423,0.8364
Private_1,2022-11-16,Private_1,4.6378,0.8926
Private_1,2022-11-17,Private_1,4.7856,0.9281
Private_1,2022-11-18,Private_1,4.8083,0.9281
Private_1,2022-11-21,Private_1,4.6833,0.9281
Private_1,2022-11-22,Private_1,4.6265,0.934
Private_1,2022-11-23,Private_1,4.6947,0.9281
Private_1,2022-11-24,Private_1,4.7742,0.9288
Private_1,2022-11-25,Private_1,4.8879,0.9645
Private_1,2022-11-28,Private_1,5.0584,1.0069
Private_1,2022-11-29,Private_1,5.0357,1.01
Private_1,2022-11-30,Private_1,5.0243,1.0286
Private_1,2022-12-01,Private_1,5.1152,1.0507
Private_1,2022-12-02,Private_1,5.3426,1.0819
Private_1,2022-12-05,Private_1,5.3653,1.1351
Private_1,2022-12-06,Private_1,5.0698,1.0569
Private_1,2022-12-07,Private_1,5.0698,1.0226
Private_1,2022-12-08,Private_1,5.1494,1.0699
Private_1,2022-12-09,Private_1,5.2403,1.0758
Private_1,2022-12-12,Private_1,5.1152,1.0463
Private_1,2022-12-13,Private_1,5.2403,1.0694
Private_1,2022-12-14,Private_1,5.263,1.0729
Private_1,2022-12-15,Private_1,5.2744,1.1382
Private_1,2022-12-16,Private_1,5.2289,1.157
Private_1,2022-12-19,Private_1,5.1721,1.1226
Private_1,2022-12-20,Private_1,5.1266,1.0819
Private_1,2022-12-21,Private_1,5.1835,1.1038
Private_1,2022-12-22,Private_1,5.2062,1.1538
Private_1,2022-12-23,Private_1,5.2062,1.1476
Private_1,2022-12-26,Private_1,5.0243,1.0757
Private_1,2022-12-27,Private_1,5.0243,1.1194
Private_1,2022-12-28,Private_1,5.0016,1.1351
Private_1,2022-12-29,Private_1,5.0016,1.1132
Private_1,2022-12-30,Private_1,4.8181,1.0933
Private_1,2023-01-03,Private_1,4.9941,1.13
Private_1,2023-01-04,Private_1,4.9831,1.1372
Private_1,2023-01-05,Private_1,5.0271,1.1575
Private_1,2023-01-06,Private_1,5.0931,1.1575
Private_1,2023-01-09,Private_1,5.0821,1.1514
Private_1,2023-01-10,Private_1,5.1591,1.1422
Private_1,2023-01-11,Private_1,5.3241,1.1269
Private_1,2023-01-12,Private_1,5.3901,1.1422
Private_1,2023-01-13,Private_1,5.3131,1.185
Private_1,2023-01-16,Private_1,5.5001,1.185
Private_1,2023-01-17,Private_1,5.5661,1.1972
Private_1,2023-01-18,Private_1,5.6101,1.2002
Private_1,2023-01-19,Private_1,5.7201,1.1911
Private_1,2023-01-27,Private_1,5.7971,1.2033
Private_1,2023-01-30,Private_1,5.5881,1.1758
Private_1,2023-01-31,Private_1,5.7311,1.188
Private_1,2023-02-01,Private_1,5.5441,1.1178
Private_1,2023-02-02,Private_1,5.5001,1.1239
Private_1,2023-02-03,Private_1,5.3901,1.1147
Private_1,2023-02-06,Private_1,5.4781,1.13
Private_1,2023-02-07,Private_1,5.4121,1.0964
Private_1,2023-02-08,Private_1,5.4231,1.0964
Private_1,2023-02-09,Private_1,5.3901,1.0994
Private_1,2023-02-10,Private_1,5.3241,1.0689
Private_1,2023-02-13,Private_1,5.2581,1.0384
Private_1,2023-02-14,Private_1,5.2471,1.02
Private_1,2023-02-15,Private_1,5.4011,1.0506
Private_1,2023-02-16,Private_1,5.4561,1.0689
Private_1,2023-02-17,Private_1,5.4561,1.0567
Private_1,2023-02-20,Private_1,5.6761,1.1178
Private_1,2023-02-21,Private_1,5.6101,1.0872
Private_1,2023-02-22,Private_1,5.4671,1.0659
Private_1,2023-02-23,Private_1,5.5881,1.072
Private_1,2023-02-24,Private_1,5.4121,1.0475
Private_1,2023-02-27,Private_1,5.3351,1.0384
Private_1,2023-02-28,Private_1,5.3681,1.0414
Private_1,2023-03-01,Private_1,5.5331,1.0659
Private_1,2023-03-02,Private_1,5.5111,1.0567
Private_1,2023-03-03,Private_1,5.3901,1.0384
Private_1,2023-03-06,Private_1,5.3461,1.0445
Private_1,2023-03-07,Private_1,5.3901,1.0628
Private_1,2023-03-08,Private_1,5.5001,1.1086
Private_1,2023-03-09,Private_1,5.5771,1.1117
Private_1,2023-03-10,Private_1,5.4781,1.1178
Private_1,2023-03-13,Private_1,5.3901,1.185
Private_1,2023-03-14,Private_1,5.2911,1.185
Private_1,2023-03-15,Private_1,5.4561,1.2094
Private_1,2023-03-16,Private_1,5.3681,1.188
Private_1,2023-03-17,Private_1,5.3571,1.2033
Private_1,2023-03-20,Private_1,5.2801,1.1811
Private_1,2023-03-21,Private_1,5.3241,1.2006
Private_1,2023-03-22,Private_1,5.3131,1.2104
Private_1,2023-03-23,Private_1,5.3901,1.2201
Private_1,2023-03-24,Private_1,5.4011,1.2226
Private_1,2023-03-27,Private_1,5.3791,1.2445
Private_1,2023-03-28,Private_1,5.3791,1.2397
Private_1,2023-03-29,Private_1,5.3681,1.2372
Private_1,2023-03-30,Private_1,5.4121,1.2677
Private_1,2023-03-31,Private_1,5.1794,1.204
Private_1,2023-04-03,Private_1,5.2312,1.216
Private_1,2023-04-04,Private_1,5.2519,1.2112
Private_1,2023-04-05,Private_1,5.2519,1.2184
Private_1,2023-04-06,Private_1,5.2697,1.1923
Private_1,2023-04-07,Private_1,5.2608,1.2064
Private_1,2023-04-10,Private_1,5.3766,1.204
Private_1,2023-04-11,Private_1,5.4122,1.2016
Private_1,2023-04-12,Private_1,5.4656,1.1968
Private_1,2023-04-13,Private_1,5.3766,1.2016
Private_1,2023-04-14,Private_1,5.169,1.1946
Private_1,2023-04-17,Private_1,5.243,1.2039
Private_1,2023-04-18,Private_1,5.1896,1.192
Private_1,2023-04-19,Private_1,5.1629,1.1729
Private_1,2023-04-20,Private_1,5.1362,1.1521
Private_1,2023-04-21,Private_1,5.1095,1.158
Private_1,2023-04-24,Private_1,5.2519,1.161
Private_1,2023-04-25,Private_1,5.1629,1.1491
Private_1,2023-04-26,Private_1,5.341,1.1521
Private_1,2023-04-27,Private_1,5.3232,1.155
Private_1,2023-04-28,Private_1,5.2519,1.1655
Private_1,2023-05-04,Private_1,5.1718,1.164
Private_1,2023-05-05,Private_1,5.1095,1.158
Private_1,2023-05-08,Private_1,5.2341,1.158
Private_1,2023-05-09,Private_1,5.2163,1.158
Private_1,2023-05-10,Private_1,5.2163,1.164
Private_1,2023-05-11,Private_1,5.1807,1.1788
Private_1,2023-05-12,Private_1,5.2163,1.1759
Private_1,2023-05-15,Private_1,5.3232,1.1788
Private_1,2023-05-16,Private_1,5.3054,1.1669
Private_1,2023-05-17,Private_1,5.2074,1.1431
Private_1,2023-05-18,Private_1,5.2608,1.1461
Private_1,2023-05-19,Private_1,5.2786,1.1491
Private_1,2023-05-22,Private_1,5.43,1.1729
Private_1,2023-05-23,Private_1,5.4033,1.164
Private_1,2023-05-24,Private_1,5.3054,1.155
Private_1,2023-05-25,Private_1,5.3054,1.1431
Private_1,2023-05-26,Private_1,5.3232,1.1401
Private_1,2023-05-29,Private_1,5.3766,1.1521
Private_1,2023-05-30,Private_1,5.3766,1.158
Private_1,2023-05-31,Private_1,5.3321,1.1491
Private_1,2023-06-01,Private_1,5.3944,1.155
Private_1,2023-06-02,Private_1,5.7326,1.1818
Private_1,2023-06-05,Private_1,5.6792,1.1759
Private_1,2023-06-06,Private_1,5.8216,1.1818
Private_1,2023-06-07,Private_1,5.8038,1.1848
Private_1,2023-06-08,Private_1,5.6525,1.161
Private_1,2023-06-09,Private_1,5.7682,1.161
Private_1,2023-06-12,Private_1,5.8216,1.1669
Private_1,2023-06-13,Private_1,5.8394,1.161
Private_1,2023-06-14,Private_1,5.8038,1.1759
Private_1,2023-06-15,Private_1,5.8127,1.1729
Private_1,2023-06-16,Private_1,5.7949,1.164
Private_1,2023-06-19,Private_1,5.7148,1.158
Private_1,2023-06-20,Private_1,5.7237,1.161
Private_1,2023-06-21,Private_1,5.786,1.1699
Private_1,2023-06-22,Private_1,5.8038,1.1669
Private_1,2023-06-23,Private_1,5.8572,1.2027
Private_1,2023-06-26,Private_1,5.9285,1.2056
Private_1,2023-06-27,Private_1,5.8662,1.1967
Private_1,2023-06-28,Private_1,5.9285,1.2056
Private_1,2023-06-29,Private_1,5.8127,1.1848
Private_1,2023-06-30,Private_1,6.199,1.1464
Private_1,2023-07-03,Private_1,6.1319,1.1464
Private_1,2023-07-04,Private_1,6.1319,1.1464
Private_1,2023-07-05,Private_1,6.1223,1.1522
Private_1,2023-07-06,Private_1,6.0457,1.1291
Private_1,2023-07-07,Private_1,6.0457,1.1464
Private_1,2023-07-10,Private_1,6.1319,1.158
Private_1,2023-07-11,Private_1,6.1223,1.1493
Private_1,2023-07-12,Private_1,6.0649,1.1349
Private_1,2023-07-13,Private_1,6.1223,1.1522
Private_1,2023-07-14,Private_1,6.1223,1.1493
Private_1,2023-07-17,Private_1,6.1128,1.1811
Private_1,2023-07-18,Private_1,6.1894,1.2099
Private_1,2023-07-19,Private_1,6.1894,1.1926
Private_1,2023-07-20,Private_1,6.1128,1.2128
Private_1,2023-07-21,Private_1,6.1894,1.2359
Private_1,2023-07-24,Private_1,6.2182,1.2619
Private_1,2023-07-25,Private_1,6.4194,1.2619
Private_1,2023-07-26,Private_1,6.4098,1.2619
Private_1,2023-07-27,Private_1,6.3427,1.2561
Private_1,2023-07-28,Private_1,6.4768,1.273
Private_1,2023-07-31,Private_1,6.5727,1.2792
Private_1,2023-08-01,Private_1,6.5152,1.2677
Private_1,2023-08-02,Private_1,6.496,1.2706
Private_1,2023-08-03,Private_1,6.4194,1.2533
Private_1,2023-08-04,Private_1,6.4385,1.2821
Private_1,2023-08-07,Private_1,6.5822,1.3081
Private_1,2023-08-08,Private_1,6.5152,1.2821
Private_1,2023-08-09,Private_1,6.5152,1.2735
Private_1,2023-08-10,Private_1,6.4194,1.2677
Private_1,2023-08-11,Private_1,6.4481,1.2706
Private_1,2023-08-14,Private_1,6.4768,1.2677
Private_1,2023-08-15,Private_1,6.5248,1.2706
Private_1,2023-08-16,Private_1,6.7643,1.2937
Private_1,2023-08-17,Private_1,6.6493,1.2792
Private_1,2023-08-18,Private_1,6.2277,1.1897
Private_1,2023-08-21,Private_1,6.2756,1.2013
Private_1,2023-08-22,Private_1,6.3427,1.1897
Private_1,2023-08-23,Private_1,6.3619,1.1695
Private_1,2023-08-24,Private_1,6.4768,1.184
Private_1,2023-08-25,Private_1,6.4481,1.1666
Private_1,2023-08-28,Private_1,6.5152,1.1724
Private_1,2023-08-29,Private_1,6.496,1.2042
Private_1,2023-08-30,Private_1,6.5152,1.2013
Private_1,2023-08-31,Private_1,6.611,1.2099
Private_1,2023-09-05,Private_1,6.7068,1.2128
Private_1,2023-09-06,Private_1,6.7451,1.259
Private_1,2023-09-07,Private_1,6.8505,1.2561
Private_1,2023-09-08,Private_1,6.7739,1.259
Private_1,2023-09-11,Private_1,6.6206,1.2648
Private_1,2023-09-12,Private_1,6.7643,1.2879
Private_1,2023-09-13,Private_1,6.7068,1.2931
Private_1,2023-09-14,Private_1,6.6876,1.2874
Private_1,2023-09-15,Private_1,6.6876,1.2989
Private_1,2023-09-18,Private_1,6.5343,1.2792
Private_1,2023-09-19,Private_1,6.496,1.2648
Private_1,2023-09-20,Private_1,6.5822,1.2648
Private_1,2023-09-21,Private_1,6.5727,1.2504
Private_1,2023-09-22,Private_1,6.5152,1.2273
Private_1,2023-09-25,Private_1,6.2852,1.1782
Private_1,2023-09-26,Private_1,6.2086,1.1811
Private_1,2023-09-27,Private_1,6.2469,1.2128
Private_1,2023-09-28,Private_1,6.4481,1.2244
Private_1,2023-09-29,Private_1,6.7089,1.1788
Private_1,2023-10-02,Private_1,6.6092,1.1815
Private_1,2023-10-03,Private_1,6.4796,1.1653
Private_1,2023-10-04,Private_1,6.4297,1.1653
Private_1,2023-10-05,Private_1,6.34,1.1653
Private_1,2023-10-06,Private_1,6.3899,1.1761
Private_1,2023-10-09,Private_1,6.3998,1.2073
Private_1,2023-10-10,Private_1,6.4796,1.2186
Private_1,2023-10-11,Private_1,6.4995,1.2246
Private_1,2023-10-12,Private_1,6.4796,1.2246
Private_1,2023-10-13,Private_1,6.4198,1.2219
Private_1,2023-10-16,Private_1,6.34,1.2192
Private_1,2023-10-17,Private_1,6.3301,1.2111
Private_1,2023-10-18,Private_1,6.2304,1.1896
Private_1,2023-10-19,Private_1,6.1107,1.1761
Private_1,2023-10-20,Private_1,6.2005,1.1815
Private_1,2023-10-23,Private_1,6.1606,1.1761
Private_1,2023-10-24,Private_1,6.2503,1.1815
Private_1,2023-10-25,Private_1,6.2204,1.1815
Private_1,2023-10-26,Private_1,5.9413,1.1383
Private_1,2023-10-27,Private_1,5.8914,1.1396
Private_1,2023-10-30,Private_1,5.6023,1.1227
Private_1,2023-10-31,Private_1,5.5226,1.1284
Private_1,2023-11-01,Private_1,5.6223,1.1171
Private_1,2023-11-02,Private_1,5.8516,1.1453
Private_1,2023-11-03,Private_1,6.1805,1.1171
Private_1,2023-11-06,Private_1,6.1805,1.1735
Private_1,2023-11-07,Private_1,6.1008,1.1679
Private_1,2023-11-08,Private_1,6.34,1.2045
