TICKER,Type,Date_Quarter,TOI,Net Interest Income,Fees Income,OPEX,Provision expense,PBT,Loan,NIM,Core TOI,Core PBT,Non-recurring income,Core TOI_T12M,PBT_T12M,OPEX_T12M,Provision expense_T12M,Non-recurring income_T12M,Net Interest Income_T12M,Fees Income_T12M,Loan_T12M,NIM_T12M,Core_TOI_Change,PBT_Change,OPEX_Change,Provision_Change,Non_Recurring_Change,NII_Change,Fee_Change,Loan_Growth_%,Small_PBT_Flag,PBT_Growth_%_T12M,Top_Line_Impact_T12M,Cost_Cutting_Impact_T12M,Non_Recurring_Impact_T12M,NII_Impact_T12M,Fee_Impact_T12M,OPEX_Impact_T12M,Provision_Impact_T12M,Loan_Impact_T12M,NIM_Impact_T12M,Total_Impact_T12M,Top_Line_Impact,Cost_Cutting_Impact,Non_Recurring_Impact,Total_Impact,NII_Impact,Fee_Impact,OPEX_Impact,Provision_Impact,Loan_Impact,NIM_Impact,PBT_Growth_%,Core TOI_QoQ,PBT_QoQ,OPEX_QoQ,Provision expense_QoQ,Non-recurring income_QoQ,Net Interest Income_QoQ,Fees Income_QoQ,Loan_QoQ,NIM_QoQ,PBT_Change_QoQ,Loan_Growth_%_QoQ,PBT_Growth_%_QoQ,Top_Line_Impact_QoQ,Cost_Cutting_Impact_QoQ,Non_Recurring_Impact_QoQ,NII_Impact_QoQ,Fee_Impact_QoQ,OPEX_Impact_QoQ,Provision_Impact_QoQ,Loan_Impact_QoQ,NIM_Impact_QoQ,Total_Impact_QoQ,Core TOI_YoY,PBT_YoY,OPEX_YoY,Provision expense_YoY,Non-recurring income_YoY,Net Interest Income_YoY,Fees Income_YoY,Loan_YoY,NIM_YoY,PBT_Change_YoY,Loan_Growth_%_YoY,PBT_Growth_%_YoY,Top_Line_Impact_YoY,Cost_Cutting_Impact_YoY,Non_Recurring_Impact_YoY,NII_Impact_YoY,Fee_Impact_YoY,OPEX_Impact_YoY,Provision_Impact_YoY,Loan_Impact_YoY,NIM_Impact_YoY,Total_Impact_YoY,Impacts_Capped
NAB,Private_3,2020-Q2,642503000000.0,588487000000.0,24138000000.0,-307606000000.0,-276641000000.0,58256000000.0,77005800000000.0,0.0243089773978159,612625000000.0,28378000000.0,29878000000.0,518547750000.0,191613750000.0,-389635500000.0,3035500000.0,59666000000.0,498954500000.0,19593250000.0,65263650250000.0,0.023621942816733903,94077250000.0,-133357750000.0,82029500000.0,-279676500000.0,-29788000000.0,89532500000.0,4544750000.0,16.50691659996767,False,-69.59717139297153,49.1,-103.1,-15.5,46.7,2.4,42.8,-145.9,8.3,38.4,-69.5,49.1,-103.1,-15.5,-69.5,46.7,2.4,42.8,-145.9,8.3,38.4,-69.59717139297153,488923000000.0,142648000000.0,-409404000000.0,0.0,63129000000.0,464565000000.0,24358000000.0,70693584000000.0,0.0202980851567294,-84392000000.0,8.547382973513281,-59.161011721159774,86.7,-122.6,-23.3,86.8,-0.2,71.3,-193.9,4.3,82.5,-59.2,385237000000.0,142485000000.0,-222138000000.0,-44415000000.0,23801000000.0,364877000000.0,20360000000.0,59790607000000.0,0.0192513582850321,-84229000000.0,25.16907187481905,-59.114292732568344,159.6,-223.0,4.3,156.9,2.7,-60.0,-163.0,12.6,144.3,-59.1,False
NAB,Private_3,2020-Q3,732601000000.0,691029000000.0,26149000000.0,-462890000000.0,-82872000000.0,186839000000.0,86016678000000.0,0.0259449758128163,717178000000.0,171416000000.0,15423000000.0,575394750000.0,170556500000.0,-411002500000.0,-55021000000.0,61185250000.0,554857000000.0,20537750000.0,69567448500000.0,0.02488634759492985,141783250000.0,16282500000.0,-51887500000.0,-27851000000.0,-45762250000.0,136172000000.0,5611250000.0,21.1451256243676,True,9.546689806603677,83.1,-46.8,-26.8,79.8,3.3,-30.4,-16.3,10.6,69.2,9.5,83.1,-46.8,-26.8,9.5,79.8,3.3,-30.4,-16.3,10.6,69.2,9.546689806603677,612625000000.0,58256000000.0,-307606000000.0,-276641000000.0,29878000000.0,588487000000.0,24138000000.0,77005800000000.0,0.0243089773978159,128583000000.0,11.054767551748293,220.7206124691019,179.4,66.0,-24.7,175.9,3.5,-266.6,332.6,5.5,170.4,220.7,499833000000.0,130984000000.0,-353593000000.0,-1551000000.0,-13705000000.0,480905000000.0,18928000000.0,63024757000000.0,0.0234456946450387,55855000000.0,30.853059083871543,42.642612838209246,165.9,-145.5,22.2,160.4,5.5,-83.5,-62.1,15.4,145.0,42.6,False
NAB,Private_3,2020-Q4,1267307000000.0,859862000000.0,42763000000.0,-450869000000.0,-198696000000.0,617742000000.0,89171618000000.0,0.0288468497300302,902625000000.0,253060000000.0,364682000000.0,629731000000.0,184520250000.0,-438326750000.0,-75351250000.0,68467250000.0,607388000000.0,22343000000.0,75315428750000.0,0.02551116788687425,272894000000.0,433221750000.0,-12542250000.0,-123344750000.0,296214750000.0,252474000000.0,20420000000.0,16.847757344758822,False,234.7827677450036,147.9,-73.7,160.6,136.9,11.0,-6.8,-66.9,8.4,128.5,234.8,147.9,-73.7,160.6,234.8,136.9,11.0,-6.8,-66.9,8.4,128.5,234.7827677450036,717178000000.0,186839000000.0,-462890000000.0,-82872000000.0,15423000000.0,691029000000.0,26149000000.0,86016678000000.0,0.0259449758128163,430903000000.0,3.6017702917779393,230.62797381702964,99.2,-55.6,187.0,90.4,9.0,6.5,-62.0,1.8,88.6,230.6,700198000000.0,350338000000.0,-573407000000.0,58108000000.0,165439000000.0,685471000000.0,14727000000.0,67545653000000.0,0.0314926331801354,267404000000.0,27.598700337246175,76.32743236531579,57.8,-38.3,56.9,49.8,8.0,35.0,-73.3,13.8,36.0,76.4,False
NAB,Private_3,2021-Q1,1050859000000.0,901964000000.0,30520000000.0,-590160000000.0,0.0,460699000000.0,93667730000000.0,0.0285063954790117,932484000000.0,342324000000.0,118375000000.0,680337750000.0,251371250000.0,-407692250000.0,-139552250000.0,118278000000.0,650985750000.0,29352000000.0,80721920000000.0,0.024849722024347952,252146250000.0,209327750000.0,-182467750000.0,139552250000.0,97000000.0,250978250000.0,1168000000.0,14.84699349990094,False,83.27434024376295,100.3,-17.1,0.0,99.8,0.5,-72.6,55.5,7.4,92.4,83.2,100.3,-17.1,0.0,83.2,99.8,0.5,-72.6,55.5,7.4,92.4,83.27434024376295,902625000000.0,617742000000.0,-450869000000.0,-198696000000.0,364682000000.0,859862000000.0,42763000000.0,89171618000000.0,0.0288468497300302,-157043000000.0,4.918101108083146,-25.422101783592506,4.8,9.6,-39.9,6.8,-2.0,-22.5,32.2,2.5,4.3,-25.5,488923000000.0,142648000000.0,-409404000000.0,0.0,63129000000.0,464565000000.0,24358000000.0,70693584000000.0,0.0202980851567294,318051000000.0,27.955661147853807,222.96211653861252,311.0,-126.6,38.8,306.6,4.2,-126.6,0.0,14.0,292.6,223.2,False
NAB,Private_3,2021-Q2,1265310000000.0,1196752000000.0,55821000000.0,-476123000000.0,-176271000000.0,612916000000.0,95890673000000.0,0.0360517040972651,1252573000000.0,600179000000.0,12737000000.0,791228000000.0,330884000000.0,-452881250000.0,-139552250000.0,132089500000.0,760335500000.0,30892500000.0,86465456500000.0,0.026901799604918526,461345000000.0,282032000000.0,-23241750000.0,-36718750000.0,-119352500000.0,436416500000.0,24928500000.0,10.337153487346857,False,85.23591349234174,139.4,-18.2,-36.1,131.9,7.5,-7.0,-11.1,5.2,126.7,85.1,139.4,-18.2,-36.1,85.1,131.9,7.5,-7.0,-11.1,5.2,126.7,85.23591349234174,932484000000.0,460699000000.0,-590160000000.0,0.0,118375000000.0,901964000000.0,30520000000.0,93667730000000.0,0.0285063954790117,152217000000.0,2.345391145756804,33.04044506282844,69.5,-13.5,-22.9,64.0,5.5,24.7,-38.3,1.2,62.8,33.1,612625000000.0,58256000000.0,-307606000000.0,-276641000000.0,29878000000.0,588487000000.0,24138000000.0,77005800000000.0,0.0243089773978159,554660000000.0,21.845295826248577,952.1079373798408,1098.7,-117.1,-29.5,1044.5,54.3,-289.4,172.3,10.9,1033.6,952.1,False
NAB,Private_3,2021-Q3,949547000000.0,889561000000.0,48519000000.0,-484971000000.0,-115444000000.0,349132000000.0,97605873000000.0,0.0255438415616264,938080000000.0,337665000000.0,11467000000.0,951215000000.0,469549000000.0,-495010500000.0,-114459750000.0,127804250000.0,912401750000.0,38813250000.0,91186674750000.0,0.02983748127978083,-13135000000.0,-120417000000.0,10039500000.0,-984250000.0,-116337250000.0,-22840750000.0,9705750000.0,6.8002665640174875,False,-25.645246821950423,-2.8,1.9,-24.8,-4.9,2.1,2.1,-0.2,3.4,-8.3,-25.7,-2.8,1.9,-24.8,-25.7,-4.9,2.1,2.1,-0.2,3.4,-8.3,-25.645246821950423,1252573000000.0,612916000000.0,-476123000000.0,-176271000000.0,12737000000.0,1196752000000.0,55821000000.0,95890673000000.0,0.0360517040972651,-263784000000.0,1.7728481830368177,-43.037545112217664,-51.3,8.5,-0.2,-50.1,-1.2,-1.5,9.9,0.9,-51.0,-43.0,717178000000.0,186839000000.0,-462890000000.0,-82872000000.0,15423000000.0,691029000000.0,26149000000.0,86016678000000.0,0.0259449758128163,162293000000.0,12.622845001211209,86.86248588356821,118.2,-29.3,-2.1,106.2,12.0,-11.8,-17.5,6.3,99.9,86.8,False
NAB,Private_3,2021-Q4,1552957000000.0,1294912000000.0,72789000000.0,-688477000000.0,-488137000000.0,376343000000.0,102653266000000.0,0.0358336200996049,1367701000000.0,191087000000.0,185256000000.0,1006440500000.0,510122250000.0,-500530750000.0,-122602750000.0,126815250000.0,962034750000.0,44405750000.0,94083973500000.0,0.02973719771698335,361260500000.0,-133779250000.0,-187946250000.0,-365534250000.0,58440750000.0,332877250000.0,28383250000.0,8.71140870104564,False,-26.224939218001175,70.8,-108.5,11.5,65.2,5.6,-36.8,-71.6,4.4,60.8,-26.2,70.8,-108.5,11.5,-26.2,65.2,5.6,-36.8,-71.6,4.4,60.8,-26.224939218001175,938080000000.0,349132000000.0,-484971000000.0,-115444000000.0,11467000000.0,889561000000.0,48519000000.0,97605873000000.0,0.0255438415616264,27211000000.0,5.040861580853996,7.793900301318699,11.2,-11.2,7.8,11.2,1.1,-9.1,-11.2,2.5,8.7,7.8,902625000000.0,617742000000.0,-450869000000.0,-198696000000.0,364682000000.0,859862000000.0,42763000000.0,89171618000000.0,0.0288468497300302,-241399000000.0,14.056203469410153,-39.07764082740044,75.3,-85.3,-29.0,70.4,4.8,-38.5,-46.9,7.0,63.4,-39.0,False
NAB,Private_3,2022-Q1,1219024000000.0,1097743000000.0,65796000000.0,-523946000000.0,-49649000000.0,645429000000.0,108722882000000.0,0.0286431568537451,1163539000000.0,589944000000.0,55485000000.0,1122709500000.0,449772500000.0,-559932750000.0,-194963000000.0,81958750000.0,1070797250000.0,51912250000.0,97454385500000.0,0.031483890309377024,40829500000.0,195656500000.0,35986750000.0,145314000000.0,-26473750000.0,26945750000.0,13883750000.0,10.930881601678031,False,43.50121450288757,9.1,40.3,-5.9,6.0,3.1,8.0,32.3,5.5,0.5,43.5,9.1,40.3,-5.9,43.5,6.0,3.1,8.0,32.3,5.5,0.5,43.50121450288757,1367701000000.0,376343000000.0,-688477000000.0,-488137000000.0,185256000000.0,1294912000000.0,72789000000.0,102653266000000.0,0.0358336200996049,269086000000.0,5.742952605986557,71.50020061486462,-54.3,160.2,-34.5,-52.4,-1.9,43.7,116.5,2.9,-55.3,71.4,932484000000.0,460699000000.0,-590160000000.0,0.0,118375000000.0,901964000000.0,30520000000.0,93667730000000.0,0.0285063954790117,184730000000.0,14.877322471854573,40.09776448396892,50.2,3.6,-13.6,42.5,7.7,14.4,-10.8,7.4,35.1,40.2,False
NAB,Private_3,2022-Q2,1353179000000.0,1241785000000.0,84774000000.0,-629485000000.0,-198046000000.0,525648000000.0,111897108000000.0,0.0308146546545384,1326559000000.0,499028000000.0,26620000000.0,1180473250000.0,495955000000.0,-543379250000.0,-207375250000.0,66236250000.0,1119742000000.0,60731250000.0,101218173500000.0,0.03151808065306038,146085750000.0,29693000000.0,-86105750000.0,9329250000.0,-39616250000.0,122043000000.0,24042750000.0,10.021744498880528,True,5.9870351140728495,29.5,-15.5,-8.0,24.6,4.8,-17.4,1.9,5.0,19.6,6.0,29.5,-15.5,-8.0,6.0,24.6,4.8,-17.4,1.9,5.0,19.6,5.9870351140728495,1163539000000.0,645429000000.0,-523946000000.0,-49649000000.0,55485000000.0,1097743000000.0,65796000000.0,108722882000000.0,0.0286431568537451,-119781000000.0,2.8775506698191764,-18.55835421092018,25.3,-39.3,-4.5,22.3,2.9,-16.3,-23.0,1.4,20.9,-18.5,1252573000000.0,612916000000.0,-476123000000.0,-176271000000.0,12737000000.0,1196752000000.0,55821000000.0,95890673000000.0,0.0360517040972651,-87268000000.0,15.406521907079801,-14.23816640453178,12.1,-28.6,2.3,7.3,4.7,-25.0,-3.6,7.7,-0.4,-14.2,False
NAB,Private_3,2022-Q3,1503500000000.0,1370527000000.0,61490000000.0,-632770000000.0,-186938000000.0,683792000000.0,113697149000000.0,0.0329933821075087,1432017000000.0,612309000000.0,71483000000.0,1198969750000.0,474138000000.0,-581719750000.0,-212819000000.0,69707000000.0,1131000250000.0,67969500000.0,105219782250000.0,0.030208818292378703,233047250000.0,209654000000.0,-51050250000.0,25881000000.0,1776000000.0,239526750000.0,-6479500000.0,7.744825127590491,False,44.21792811375591,49.2,-5.3,0.4,50.5,-1.4,-10.7,5.4,3.9,46.6,44.3,49.2,-5.3,0.4,44.3,50.5,-1.4,-10.7,5.4,3.9,46.6,44.21792811375591,1326559000000.0,525648000000.0,-629485000000.0,-198046000000.0,26620000000.0,1241785000000.0,84774000000.0,111897108000000.0,0.0308146546545384,158144000000.0,1.595821652498893,30.085532523666025,20.1,1.5,8.5,24.5,-4.4,-0.6,2.1,0.8,23.7,30.1,938080000000.0,349132000000.0,-484971000000.0,-115444000000.0,11467000000.0,889561000000.0,48519000000.0,97605873000000.0,0.0255438415616264,334660000000.0,15.2305214073086,95.85486291717746,141.5,-62.8,17.2,137.7,3.7,-42.4,-20.5,7.6,130.1,95.9,False
NAB,Private_3,2022-Q4,1894113000000.0,1405583000000.0,62832000000.0,-1055727000000.0,-479374000000.0,359012000000.0,119538340000000.0,0.0331282931707923,1468415000000.0,-66686000000.0,425698000000.0,1322454000000.0,557803000000.0,-618669500000.0,-230692500000.0,84711000000.0,1251241750000.0,71212250000.0,109242601250000.0,0.03207120342884928,145961000000.0,-198791000000.0,-437057500000.0,-248681500000.0,340987000000.0,154341250000.0,-8380250000.0,9.000521366637223,False,-35.63820918854865,26.2,-123.0,61.1,27.7,-1.5,-78.4,-44.6,4.5,23.2,-35.7,26.2,-123.0,61.1,-35.7,27.7,-1.5,-78.4,-44.6,4.5,23.2,-35.63820918854865,1432017000000.0,683792000000.0,-632770000000.0,-186938000000.0,71483000000.0,1370527000000.0,61490000000.0,113697149000000.0,0.0329933821075087,-324780000000.0,5.008835512163417,-47.4968996419964,5.3,-104.6,51.8,5.1,0.2,-61.8,-42.7,2.5,2.6,-47.5,1367701000000.0,376343000000.0,-688477000000.0,-488137000000.0,185256000000.0,1294912000000.0,72789000000.0,102653266000000.0,0.0358336200996049,-17331000000.0,15.198660565062031,-4.605107574739002,-5.1,12.6,-12.1,-5.6,0.5,12.6,-0.4,7.6,-13.2,-4.6,False
NAB,Private_3,2023-Q1,1705931000000.0,1554152000000.0,129692000000.0,-721512000000.0,-221078000000.0,763341000000.0,128130369000000.0,0.0345233361952801,1683844000000.0,741254000000.0,22087000000.0,1347632500000.0,553470250000.0,-710482000000.0,-228501750000.0,144821500000.0,1278909500000.0,68723000000.0,113463869750000.0,0.03139487169664613,336211500000.0,209870750000.0,-11030000000.0,7423750000.0,-122734500000.0,275242500000.0,60969000000.0,12.14143129064993,False,37.919066110599445,60.7,-0.6,-22.2,49.7,11.0,-2.0,1.3,6.1,43.6,37.9,60.7,-0.6,-22.2,37.9,49.7,11.0,-2.0,1.3,6.1,43.6,37.919066110599445,1468415000000.0,359012000000.0,-1055727000000.0,-479374000000.0,425698000000.0,1405583000000.0,62832000000.0,119538340000000.0,0.0331282931707923,404329000000.0,6.938324211154183,112.62269784853989,60.0,165.0,-112.4,41.3,18.6,93.1,72.0,3.5,37.8,112.6,1163539000000.0,645429000000.0,-523946000000.0,-49649000000.0,55485000000.0,1097743000000.0,65796000000.0,108722882000000.0,0.0286431568537451,117912000000.0,16.38777337280458,18.268779370000416,80.6,-57.2,-5.2,70.7,9.9,-30.6,-26.6,8.2,62.5,18.2,False
NAB,Private_3,2023-Q2,1808134000000.0,1537980000000.0,241667000000.0,-817073000000.0,-229594000000.0,761467000000.0,129215213000000.0,0.0322265526778979,1779647000000.0,732980000000.0,28487000000.0,1477708750000.0,582948250000.0,-759873500000.0,-271359000000.0,136472000000.0,1393011750000.0,84697000000.0,118315741500000.0,0.03286491653202987,301938250000.0,178518750000.0,-57199500000.0,41765000000.0,-107985000000.0,144968250000.0,156970000000.0,8.806552313440056,False,30.623430124372103,51.8,-2.6,-18.5,24.9,26.9,-9.8,7.2,4.4,20.5,30.7,51.8,-2.6,-18.5,30.7,24.9,26.9,-9.8,7.2,4.4,20.5,30.623430124372103,1683844000000.0,763341000000.0,-721512000000.0,-221078000000.0,22087000000.0,1554152000000.0,129692000000.0,128130369000000.0,0.0345233361952801,-1874000000.0,0.8431028747950295,-0.24549971768842493,12.6,-13.6,0.8,-2.1,14.7,-12.5,-1.1,0.4,-2.5,-0.2,1326559000000.0,525648000000.0,-629485000000.0,-198046000000.0,26620000000.0,1241785000000.0,84774000000.0,111897108000000.0,0.0308146546545384,235819000000.0,14.365176303039279,44.86253158006879,86.2,-41.7,0.4,56.3,29.8,-35.7,-6.0,7.2,49.1,44.9,False
NAB,Private_3,2023-Q3,1376543000000.0,1310517000000.0,101279000000.0,-971505000000.0,116984000000.0,522022000000.0,132248941000000.0,0.0267287739047112,1411796000000.0,557275000000.0,-35253000000.0,1590980750000.0,641903000000.0,-806770500000.0,-279246000000.0,136938750000.0,1467060500000.0,123920250000.0,122645267750000.0,0.033217891037869755,-179184750000.0,-119881000000.0,-164734500000.0,396230000000.0,-172191750000.0,-156543500000.0,-22641250000.0,7.535418946626028,False,-18.67587470381039,-27.9,36.1,-26.8,-24.4,-3.5,-25.7,61.7,3.8,-28.2,-18.6,-27.9,36.1,-26.8,-18.6,-24.4,-3.5,-25.7,61.7,3.8,-28.2,-18.67587470381039,1779647000000.0,761467000000.0,-817073000000.0,-229594000000.0,28487000000.0,1537980000000.0,241667000000.0,129215213000000.0,0.0322265526778979,-239445000000.0,2.320568960286617,-31.44522349622505,-48.3,25.2,-8.4,-29.9,-18.4,-20.3,45.5,1.2,-31.1,-31.5,1432017000000.0,683792000000.0,-632770000000.0,-186938000000.0,71483000000.0,1370527000000.0,61490000000.0,113697149000000.0,0.0329933821075087,-161770000000.0,15.086063779261544,-23.657778973723005,-3.0,-5.1,-15.6,-8.8,5.8,-49.5,44.5,7.5,-16.3,-23.7,False
NAB,Private_3,2023-Q4,2753603000000.0,2244660000000.0,117393000000.0,-982365000000.0,-514116000000.0,1257122000000.0,141438441363347.0,0.0445359044812162,2362053000000.0,865572000000.0,391550000000.0,1585925500000.0,601460500000.0,-891454250000.0,-203265500000.0,110254750000.0,1452058000000.0,133867500000.0,127283215750000.0,0.03165173898717038,776127500000.0,655661500000.0,-90910750000.0,-310850500000.0,281295250000.0,792602000000.0,-16474500000.0,10.535232452348502,False,109.01156435044363,129.1,-66.8,46.8,131.8,-2.7,-15.2,-51.7,5.3,126.5,109.1,129.1,-66.8,46.8,109.1,131.8,-2.7,-15.2,-51.7,5.3,126.5,109.01156435044363,1411796000000.0,522022000000.0,-971505000000.0,116984000000.0,-35253000000.0,1310517000000.0,101279000000.0,132248941000000.0,0.0267287739047112,735100000000.0,6.715326285043738,140.81781993862327,182.1,-122.9,81.8,179.0,3.1,-2.1,-121.0,3.4,175.6,141.0,1468415000000.0,359012000000.0,-1055727000000.0,-479374000000.0,425698000000.0,1405583000000.0,62832000000.0,119538340000000.0,0.0331282931707923,898110000000.0,16.783179905078534,250.16155448842935,248.9,10.8,-9.5,233.7,15.3,20.5,-9.8,8.4,225.3,250.2,False
NAB,Private_3,2024-Q1,1970841000000.0,1717010000000.0,208589000000.0,-862283000000.0,-108749000000.0,999809000000.0,146762617000000.0,0.0331894718963454,1925599000000.0,954567000000.0,45242000000.0,1809335000000.0,825988000000.0,-873113750000.0,-211951000000.0,101717750000.0,1661827250000.0,147507750000.0,132758241090836.75,0.03450364181477635,116264000000.0,173821000000.0,10830750000.0,103202000000.0,-56475750000.0,55182750000.0,61081250000.0,10.020272551261419,False,21.0440103246052,14.1,13.8,-6.8,6.7,7.4,1.3,12.5,5.0,1.7,21.1,14.1,13.8,-6.8,21.1,6.7,7.4,1.3,12.5,5.0,1.7,21.0440103246052,2362053000000.0,1257122000000.0,-982365000000.0,-514116000000.0,391550000000.0,2244660000000.0,117393000000.0,141438441363347.0,0.0445359044812162,-257313000000.0,3.6947648054370377,-20.46841913513565,-34.7,41.8,-27.6,-42.0,7.2,9.6,32.2,1.8,-43.8,-20.5,1683844000000.0,763341000000.0,-721512000000.0,-221078000000.0,22087000000.0,1554152000000.0,129692000000.0,128130369000000.0,0.0345233361952801,236468000000.0,13.556001025067987,30.978029478306553,31.7,-3.7,3.0,21.3,10.3,-18.4,14.7,6.8,14.5,31.0,False
NAB,Private_3,2024-Q2,2316230000000.0,2208890000000.0,93600000000.0,-857155000000.0,-242261000000.0,1216814000000.0,156571269000000.0,0.0408821169629261,2302490000000.0,1203074000000.0,13740000000.0,1869773750000.0,885105000000.0,-908306500000.0,-183868750000.0,107506500000.0,1702541750000.0,167232000000.0,137416303090836.75,0.03417017574004268,432716250000.0,331709000000.0,51151500000.0,-58392250000.0,-93766500000.0,506348250000.0,-73632000000.0,13.031139903590699,False,37.47679653826383,48.9,-0.8,-10.6,57.2,-8.3,5.8,-6.6,6.5,50.7,37.5,48.9,-0.8,-10.6,37.5,57.2,-8.3,5.8,-6.6,6.5,50.7,37.47679653826383,1925599000000.0,999809000000.0,-862283000000.0,-108749000000.0,45242000000.0,1717010000000.0,208589000000.0,146762617000000.0,0.0331894718963454,217005000000.0,6.467231293769797,21.704645587307176,37.7,-12.8,-3.1,49.2,-11.5,0.5,-13.3,3.2,46.0,21.8,1779647000000.0,761467000000.0,-817073000000.0,-229594000000.0,28487000000.0,1537980000000.0,241667000000.0,129215213000000.0,0.0322265526778979,455347000000.0,19.1444016585781,59.79865181288224,68.6,-6.9,-1.9,88.1,-19.4,-5.3,-1.7,9.6,78.5,59.8,False
NAB,Private_3,2024-Q3,2248841000000.0,2000319000000.0,119916000000.0,-927826000000.0,-214592000000.0,1106423000000.0,163780361000000.0,0.035128287309097,2120235000000.0,977817000000.0,128606000000.0,2000484500000.0,998941750000.0,-918327000000.0,-187035500000.0,103819750000.0,1870269250000.0,130215250000.0,144255317090836.75,0.036334066811299734,119750500000.0,107481250000.0,-9499000000.0,-27556500000.0,24786250000.0,130049750000.0,-10299250000.0,12.677131448004216,False,10.759511252783257,12.0,-3.7,2.5,13.0,-1.0,-0.9,-2.8,6.3,6.7,10.8,12.0,-3.7,2.5,10.8,13.0,-1.0,-0.9,-2.8,6.3,6.7,10.759511252783257,2302490000000.0,1216814000000.0,-857155000000.0,-242261000000.0,13740000000.0,2208890000000.0,93600000000.0,156571269000000.0,0.0408821169629261,-110391000000.0,4.500736893394299,-9.072134278533941,-15.0,-3.5,9.4,-17.1,2.2,-5.8,2.3,2.3,-19.4,-9.1,1411796000000.0,522022000000.0,-971505000000.0,116984000000.0,-35253000000.0,1310517000000.0,101279000000.0,132248941000000.0,0.0267287739047112,584401000000.0,21.302904669889738,111.94949638137857,135.7,-55.2,31.3,132.1,3.6,8.4,-63.5,10.7,121.4,111.8,False
NAB,Private_3,2024-Q4,2516151000000.0,2011601000000.0,138861000000.0,-1338499000000.0,44700000000.0,1222352000000.0,167737997000000.0,0.0341078773713139,2150462000000.0,856663000000.0,365689000000.0,2177594250000.0,1145042000000.0,-907407250000.0,-269929500000.0,144784500000.0,2042719750000.0,134874500000.0,152138172090836.75,0.03843394516239618,-27132250000.0,77310000000.0,-431091750000.0,314629500000.0,220904500000.0,-31118750000.0,3986500000.0,9.753664959475799,False,6.75171740425242,-2.4,-10.2,19.3,-2.7,0.4,-33.8,27.5,4.9,-7.6,6.7,-2.4,-10.2,19.3,6.7,-2.7,0.4,-33.8,27.5,4.9,-7.6,6.75171740425242,2120235000000.0,1106423000000.0,-927826000000.0,-214592000000.0,128606000000.0,2000319000000.0,119916000000.0,163780361000000.0,0.035128287309097,115929000000.0,2.3875818062539995,10.477819061968162,2.7,-13.7,21.4,1.0,1.7,-37.1,23.4,1.2,-0.2,10.4,2362053000000.0,1257122000000.0,-982365000000.0,-514116000000.0,391550000000.0,2244660000000.0,117393000000.0,141438441363347.0,0.0445359044812162,-34770000000.0,17.01265191867274,-2.7658413423677257,-16.8,16.1,-2.1,-18.5,1.7,-19.9,19.9,8.5,-27.0,-2.8,True
NAB,Private_3,2025-Q1,2280303000000.0,2112162000000.0,127085000000.0,-815652000000.0,-240055000000.0,1224596000000.0,177843907000000.0,0.0341502988490888,2239247000000.0,1183540000000.0,41056000000.0,2124696500000.0,1136349500000.0,-996440750000.0,-130225500000.0,138319250000.0,1984455000000.0,140241500000.0,158713061000000.0,0.035826938384920605,114550500000.0,88246500000.0,180788750000.0,-109829500000.0,-97263250000.0,127707000000.0,-13156500000.0,11.368563315557322,False,7.765788606410264,10.1,6.2,-8.6,11.2,-1.2,15.9,-9.7,5.7,5.5,7.7,10.1,6.2,-8.6,7.7,11.2,-1.2,15.9,-9.7,5.7,5.5,7.765788606410264,2150462000000.0,1222352000000.0,-1338499000000.0,44700000000.0,365689000000.0,2011601000000.0,138861000000.0,167737997000000.0,0.0341078773713139,2244000000.0,5.848633787259879,0.18358050708797466,0.2,0.6,-0.6,0.2,-0.0,0.6,-0.6,2.9,-2.7,0.2,1925599000000.0,999809000000.0,-862283000000.0,-108749000000.0,45242000000.0,1717010000000.0,208589000000.0,146762617000000.0,0.0331894718963454,224787000000.0,19.150132669545485,22.482994251902113,31.4,-8.5,-0.4,39.5,-8.2,4.7,-13.1,9.6,29.9,22.5,False
NAB,Private_3,2025-Q2,2712123000000.0,2122128000000.0,151918000000.0,-802127000000.0,-614408000000.0,1295588000000.0,192466320000000.0,0.0301992873181055,2274046000000.0,857511000000.0,438077000000.0,2203108500000.0,1192546250000.0,-984783000000.0,-163052000000.0,137272750000.0,2083243000000.0,119865500000.0,166483383500000.0,0.03606714512310645,70937500000.0,103041750000.0,182656000000.0,-451356000000.0,300804250000.0,38885000000.0,32052500000.0,14.477201817775006,False,8.640482497010074,5.9,-22.5,25.2,3.3,2.7,15.3,-37.8,7.2,-3.9,8.6,5.9,-22.5,25.2,8.6,3.3,2.7,15.3,-37.8,7.2,-3.9,8.640482497010074,2239247000000.0,1224596000000.0,-815652000000.0,-240055000000.0,41056000000.0,2112162000000.0,127085000000.0,177843907000000.0,0.0341502988490888,70992000000.0,7.89738545352138,5.797177191498258,2.8,-29.0,29.0,0.8,2.0,1.1,-29.0,3.9,-3.1,2.8,2302490000000.0,1216814000000.0,-857155000000.0,-242261000000.0,13740000000.0,2208890000000.0,93600000000.0,156571269000000.0,0.0408821169629261,78774000000.0,20.568014524074655,6.473791392932691,-2.3,-26.1,32.4,-7.1,4.8,4.5,-30.6,10.3,-17.4,4.0,False
